No;Dapil;Alamat;Kelurahan;Usulan;Jenis;Status
6662;9;Jln. Krendang;KRENDANG;Mohon untuk kenaikan Honor Dawis;Usulan Kegiatan;Divalidasi
6663;9;Jln. Krendang;KRENDANG;Mohon Untuk Kenaikan Oprasional untuk Pengurus RW, RT, |LMK| dan FKDM.;Usulan Kegiatan;Divalidasi
6664;9;Jln. Krendang;KRENDANG;Mohon Juga Untuk pengadaan CCTV.;Usulan Kegiatan;Divalidasi
6665;9;Kapuk Jagal;KAPUK;PAM sulit Keluar di Rt 005 dan Rt 006;Tanggapan;Divalidasi
6666;9;Kapuk Jagal;KAPUK;Mohon Peninggian Jalan Rt 005 dan Rt 006 Arah Mangga Ubi ada Genangan Air.;Usulan Kegiatan;Divalidasi
6667;9;Kapuk Jagal;KAPUK;Peninggian Jalan depan Mesjid Al Barokah (Jln, Peternakan lll) Rt 001 dan Rt 002, Panjang 50 meter, Lebar 4 Meter.;Usulan Kegiatan;Divalidasi
6668;9;Kapuk Jagal;KAPUK;Perbaikan jalan akses perlintasan  Rw 07 dan RW 05    Lebar : 2,5 meter , Panjang : 150 meter, Tinggi : 20 Cm;Usulan Kegiatan;Divalidasi
6669;9;Kapuk Jagal;KAPUK;Pendaftaran Sekolah agar di Permudah tidak seperti tahun sebelumnya, Wilayah Kapuk masuk di Zonasi ke 3, karna tidak ada sekolah.;Usulan Kegiatan;Divalidasi
6670;9;Kapuk Jagal;KAPUK;Pemasangan air PAM agar di Permudah;Usulan Kegiatan;Divalidasi
6671;9;Jalan Pasar Darurat;KAPUK;Pengadaan Germot, Masih banyaknya sampah yang tidak terangkat;Usulan Kegiatan;Divalidasi
6672;9;Jalan 20 Desember;PEGADUNGAN;Pendalaman dan Pelebaran Drainase;Usulan Kegiatan;Divalidasi
6673;9;Jalan Jamblang;KAPUK;Pengadaan Germot, Masih banyaknya sampah yang tidak terangkat;Usulan Kegiatan;Divalidasi
6674;9;Jalan Jamblang;KAPUK;Pengadaan Germot, Masih banyaknya sampah yang tidak terangkat;Usulan Kegiatan;Divalidasi
6675;9;Jalan Kapuk;KAPUK;Pengadaan Germot, Masih banyaknya sampah yang tidak terangkat;Usulan Kegiatan;Divalidasi
6676;9;Jalan H. Selong;DURI KOSAMBI;Pengadaan Cermin Cembung, Banyak terjadi kecelakaan;Usulan Kegiatan;Divalidasi
6677;9;Jalan Kapuk Pulo;KAPUK;Pengadaan Air PAM, Masih banyak masyarakat yang belum menikmati Air PAM;Usulan Kegiatan;Divalidasi
6678;9;Jalan Timbul Jaya;DURI KOSAMBI;Pendalaman dan Pelebaran Drainase;Usulan Kegiatan;Divalidasi
6679;9;Jalan Timbul Jaya;DURI KOSAMBI;Pendalaman dan Pelebaran Drainase;Usulan Kegiatan;Divalidasi
6680;9;Jalan Timbul Jaya;DURI KOSAMBI;Pengadaan Hadroh;Usulan Kegiatan;Divalidasi
6681;9;Jalan Timbul Jaya;DURI KOSAMBI;Pengadaan Air PAM, Masih banyak masyarakat yang belum menikmati Air PAM;Usulan Kegiatan;Divalidasi
6682;9;Jalan Masjid Al-Munawaroh;KAPUK;Pengadaan Cermin Cembung, Banyak terjadi kecelakaan;Usulan Kegiatan;Divalidasi
6683;9;Jalan Masjid Al-Munawaroh;KAPUK;Pengadaan Speed Bump, Banyak kendaraan mengebut;Usulan Kegiatan;Divalidasi
6684;9;Jalan Gg.H Saleh;KAPUK;Penerangan Jalan, Masih banyak jalan yang gelap;Usulan Kegiatan;Divalidasi
6685;9;Jalan Batu Bulan;KAPUK;Pengadaan Speed Bump, Banyak kendaraan mengebut;Usulan Kegiatan;Divalidasi
6686;9;Jl. Timbul Jaya;DURI KOSAMBI;Sertifikat tanah tidak terbit sejak tahun 2010, mohon tindaklanjuti, karena sebelumnya girik dari tuan tanah arab, sudah diurus kelengkapannya ke BPN mohon untuk tindaklanjuti, hak sertifikat tanah kami, karena kami tinggal sejak 1970 di Duri Kosambi Jl. Timbul Jaya RT.04/05;Usulan Kegiatan;Divalidasi
6687;9;Jl. Lingkungan III;TEGAL ALUR;Pengaspalan Jalan Lingkungan III di wilayah RT.01, 10, 13 s.d 15 di Kelurahan Tegal Alur, Kecamatan Kalideres;Usulan Kegiatan;Divalidasi
6688;9;Jl. Jembatan Besi 1 No.2B;JEMBATAN BESI;Honor Guru Paud untuk dapat diperhatikan;Usulan Kegiatan;Divalidasi
6689;9;Jl. Kalianyar 10;KALIANYAR;Penambahan Mobil Operasional/armada sampah di Kelurahan kalianyar  RW.09 (jumlah yang sangat minim untuk mengangkut sampah);Usulan Kegiatan;Divalidasi
6690;9;Jl. Kalianayar IV;KALIANYAR;Keterbatasan Lahan Terbuka untuk anak bermain di wilayah Kalianyar  (terkadang bermain di jalan dan membahayakan);Usulan Kegiatan;Divalidasi
6691;9;Jl. Timbul Jaya;DURI KOSAMBI;Masih banyak lanjut usia (lansia) yang belum mendapatkan KLJ mohon dinsos untuk mendata dan RT koperatif mendata dari rumah-ke rumah agar tersalurkan dengan baik dan tepat sasaran;Usulan Kegiatan;Divalidasi
6692;9;Jl. Dahlia III;KALIDERES;Penyuluhan terkait Pemilu 2024, mohon menginformasikan kepada warga;Usulan Kegiatan;Divalidasi
6693;9;Jl. Dahlia III;KALIDERES;Kuota Pembagian Jatah KJP yang terbatas, sehingga harus pindah ke tempat yang lebih jauh dari tempat tinggal, mohon dikaji ulang dan di data kembali DTKS tersebut;Saran;Divalidasi
6694;9;Jl. Gaga Rawa Kompeni;KAMAL;Pelatihan untuk Pemandian Jenazah, dan mohon insentif untuk pemandian Jenazah;Usulan Kegiatan;Divalidasi
6695;9;Jl. Gaga Rawa Kompeni;KAMAL;Mohon mendata dan membuat pelatihan bagi anak-anak yang sudah lulus SMA, diberikan keterampilan agar dapat bekerja dengan keterampilannya mereka. Mohon bantuan di Kelurahan Kamal, Kecamatan Kalideres;Usulan Kegiatan;Divalidasi
6696;9;Jl. Gaga Rawa Kompeni;KAMAL;Honor dasawisma dan PKK mohon untuk ditingkatkan melihat sangat banyak tugasnya;Usulan Kegiatan;Divalidasi
6697;9;Jl. Gaga Rawa Kompeni;KAMAL;Harga Pangan Beras yang semakin mahal, solusi pemerintah dalam hal tersebut, mohon bantuan untuk kami rakyat kecil.;Usulan Kegiatan;Divalidasi
6698;9;Jl. Gaga Rawa Kompeni;KAMAL;Jalan Akses di Gaga Rawa Kompeni, untuk akses belum diplur, kondisi ketika hujan sangat mengkhawatirkan di RT.006 RW.004, mohon bantuan pengaspalan;Usulan Kegiatan;Divalidasi
6699;9;Jl. Gaga Rawa Kompeni;KAMAL;Air PAM tidak keluar di Jl. Gaga Rawa Kompeni, Kelurahan Kamal, Kecamatan Kalideres,  sedangkan warga memerlukan air bersih untuk kebutuhan sehari-hari;Usulan Kegiatan;Divalidasi
6700;9;Jl. Terate 7;JEMBATAN LIMA;KJP tiba-tiba terputus dan tidak ada alasannnya;Tanggapan;Divalidasi
6701;9;Jl. Terate 7;JEMBATAN LIMA;Kekurangan Air bersih, agar bisa terpenuhi oleh PAM atau pihak lainnya untuk erga RT. 004/004;Usulan Kegiatan;Divalidasi
6702;9;Kp. Pangkalan No.3;SEMANAN;Tebus Ijazah Sekolah Menengah Kejuruan (SMK) atas Nama : Salsa Destianah, Angkatan Kelulusan 2022, Nama Sekolah : SMK Ad-Dawah, Alamat Sekolah : Jl. Raya Duri Kosambi No.3 RT.003 RW. 001, Duri Kosambi, Cengkareng,Jurusan : Teknik Komputer Jaringan (TKJ),;Usulan Kegiatan;Divalidasi
6703;9;Jl. Bougenvile Blok O/15;DURI KOSAMBI;Parkir Liar, warga banyak parkir di jalan (tidak di dalam garasi) solusi untuk parkir liar di dalam perumahan;Usulan Kegiatan;Divalidasi
6704;9;Jl. Mawar Blok F/13;DURI KOSAMBI;Sarana Jalan di RW.12 mohon diperbaiki, sebelumnya pernah diperbaiki sudah diperbaiki 3 kali (terakhir 2008). Mohon bantuan untuk perbaikan jalan RW.12 di RT.04 Jl. Mawar, Kel. Duri Kosambi;Usulan Kegiatan;Divalidasi
6705;9;Jl. Dharma Bakti Jaya 26;CENGKARENG BARAT;Kurikulum Merdeka, kenapa mata pelajaran Pendidikan Agama Islam dihilangkan??? Mohon dikaji ulang, mata pelajaran PAI sangatlah penting untuk anak-anak kita. Mohon dikaji ulang dan diterbitkan kembali mata pelajaran Pendidikan Agama Islam;Usulan Kegiatan;Divalidasi
6706;9;Jl. Dharma Bakti Jaya 26;CENGKARENG BARAT;Posbindu mohon diberikan insentif atau untuk kegiatan operasionalnya, melihat sangat banyak lansia di Jl. Dharma Bakti RT.06/10 Kel. Cengkareng Barat, Kecamatan Cengkareng.;Usulan Kegiatan;Divalidasi
6707;9;Jl. Dharma Bakti Jaya 25;CENGKARENG BARAT;Pengerjaan Embung di Jl. Dharma Bakti Jaya 25 Mohon dpercepat, sebelumnya sudah ada map plan, tapi belum ada pengerjaan selanjutnya. Melihat sangat bahaya jika tidak segera diproses, karena pernah terjadi kasus anak tenggelan di embung tersebut. Mohon ditindaklanjuti.;Usulan Kegiatan;Divalidasi
6708;9;Jl. Dharma Bakti Jaya 25;CENGKARENG BARAT;Pelayanan kesehatan mohon untuk dilayani sesuai dengan prosedur yang ada, beberapa di RSUD pelayanannya lambat, padahal kategorinya pasien tersebut darurat (tanpa ada tekanan pihak tertentu) ketika ada orang dalam, baru pelayanan dipercepat (Mohon dikaji ulang birokrasi Rumah Sehat Untuk Jakarta);Usulan Kegiatan;Divalidasi
6709;9;Jl. Dharma Bakti Jaya 25;CENGKARENG BARAT;Operasional dan Pelatihan pemandi Jenazah/Amil. Mohon dana insentif dan pelatihan bagi pemandi Jenazah di Kelurahan Cengkareng Barat;Usulan Kegiatan;Divalidasi
6710;9;Jl. Pedongkelan Belakang No. 13;KAPUK;Kurikulum Merdeka, kenapa mata pelajaran Pendidikan Agama Islam dihilangkan??? Mohon dikaji ulang, mata pelajaran PAI sangatlah penting untuk anak-anak kita. Mohon dikaji ulang dan diterbitkan kembali mata pelajaran Pendidikan Agama Islam;Usulan Kegiatan;Divalidasi
6711;9;Rusunawa Pesakih Lt.7/16;DURI KOSAMBI;Penambahan CCTV di titik masuk dan keluar Rusunawa Daan Mogot Pesakih;Usulan Kegiatan;Divalidasi
6712;9;Rusunawa Peakih Lt.10/17;DURI KOSAMBI;Honor Dasawisma mohon ditingkatkan, melihat kinerja dan banyak yang harus dikerjakan untuk kepentingan bersama;Usulan Kegiatan;Divalidasi
6713;9;Rusunawa Pesakih Lt.11/5;DURI KOSAMBI;Mohon dikaji ulang saat PPDB berlangsung kenapa hanya PJLP Transjakarta dan Jaklingko yang diprioritaskan, sedangkan PJLP seperti PPSU dan lainnya butuh untuk diprioritaskan anaknya dalam mengikuti PPDB.;Saran;Divalidasi
6714;9;Rusunawa Pesakih Lt.2/12;DURI KOSAMBI;Apresiasi Musisi kecil dan dibudidayakan dengan sebagaimana mestinya, karena karya yang dihasilkan dapat membangun kebudayaan daerah;Usulan Kegiatan;Divalidasi
6715;9;Rusunawa Pesakih Lt.10/6;DURI KOSAMBI;Penambahan Kuota KJP, DTKS mohon dikaji ulang, karena banyak KJP yang dinonaktifkan sementara sangat butuh atau keluarga tidak mampu, data Kelurahan Duri Kosambi;Tanggapan;Divalidasi
6716;9;Rusunawa Pesakih Lt.14/15;DURI KOSAMBI;Peraturan Gubernur  (Pergub No.155) perihal PJLP (mohon untuk dipertimbangkan umur pensiun PJLP) saat ini yang berlaku sampai umur 56 th, sedangkan umur 56 th masih sangat bugar dan aktif untuk bekerja, mohon untuk dikaji ulang;Saran;Divalidasi
6717;9;Jl. Kalianyar Gg.5;KALIANYAR;Memperbaiki Tanjakan di Kalianyar, dekat dengan ujung rel jalan Kalianyat agar nyaman untuk warga, dilihat sangat membahayakan untuk warga (Jl. Ujung Kalianyar);Usulan Kegiatan;Divalidasi
6718;9;Jl. Kalianyar Gg.5;KALIANYAR;Pengajuan alat Qasidah dan Marawis di Majelis Taklim Miftahul Jannah (Masjid Al-Furqon) Jl. Kalianyar Gg.5, Kalianyar, Tambora;Usulan Kegiatan;Divalidasi
6719;9;Jl. Pangkalan;SEMANAN;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6720;9;Jl. Pangkalan;SEMANAN;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6721;9;Jl. Pangkalan;SEMANAN;Buku Untuk Perpustakaan;Usulan Kegiatan;Divalidasi
6722;9;Jl. Pangkalan;SEMANAN;Ruang Edukasi Untuk Warga;Usulan Kegiatan;Divalidasi
6723;9;Rawa Buaya;RAWA BUAYA;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6724;9;Rawa Buaya;RAWA BUAYA;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6725;9;Rawa Buaya;RAWA BUAYA;Sound System;Usulan Kegiatan;Divalidasi
6726;9;Rawa Buaya;RAWA BUAYA;Perbaikan dan Pengaspalan Jalan Di RW 011 Rawa Buaya;Usulan Kegiatan;Divalidasi
6727;9;Rawa Buaya;RAWA BUAYA;Perbaikan Saluran Air Dengan U-Ditch;Usulan Kegiatan;Divalidasi
6728;9;Komp Ruko Fantasi z.5/1;CENGKARENG BARAT;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6729;9;Komp Ruko Fantasi z.5/1;CENGKARENG BARAT;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6730;9;Komp Ruko Fantasi z.5/1;CENGKARENG BARAT;Penyerahan Fasos Fasum RW 17 Cengkareng Barat (Ruko Pulau Seribu);Usulan Kegiatan;Divalidasi
6731;9;Komp Ruko Fantasi z.5/1;CENGKARENG BARAT;Perbaikan dan Pembangunan Kantor Sekretariat RW 17 Cengkareng Barat;Usulan Kegiatan;Divalidasi
6732;9;Komp Ruko Fantasi z.5/1;CENGKARENG BARAT;Belum adanya Tempat Penampungan sampah Sementara di Wilayah RW 17 Cengkareng Barat;Usulan Kegiatan;Divalidasi
6733;9;Jl. H Jamhari IV;ANGKE;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6734;9;Jl. H Jamhari IV;ANGKE;Sound System;Usulan Kegiatan;Divalidasi
6735;9;Jl. H Jamhari IV;ANGKE;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6736;9;Jl. H Jamhari IV;ANGKE;Perbaikan dan Pembangunan Kantor Sekretariat RW di Wilayah RW 02 Angke;Usulan Kegiatan;Divalidasi
6737;9;JL. Gotong Royong;KAPUK;Perbaikan dan Pembangunan Kantor Sekretariat RW di Wilayah RW 16 Kapuk;Usulan Kegiatan;Divalidasi
6738;9;JL. Gotong Royong;KAPUK;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6739;9;JL. Gotong Royong;KAPUK;Operasional Dasawisma/PKK agar ditingkatkan;Usulan Kegiatan;Divalidasi
6740;9;JL. Gotong Royong;KAPUK;Operasional RT RW Mohon ditingkatkan;Usulan Kegiatan;Divalidasi
6741;9;JL. Gotong Royong;KAPUK;Perbaikan Saluran Air Dengan U-Ditch Di Wilayah RW 016 Kapuk;Usulan Kegiatan;Divalidasi
6742;9;Daerah kelurahan Duri Utara;DURI UTARA;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6743;9;Daerah kelurahan Duri Utara;DURI UTARA;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6744;9;Daerah kelurahan Duri Utara;DURI UTARA;Operasional Dasawisma/PKK agar ditingkatkan;Usulan Kegiatan;Divalidasi
6745;9;Daerah kelurahan Duri Utara;DURI UTARA;Operasional RT RW Mohon ditingkatkan;Usulan Kegiatan;Divalidasi
6746;9;Daerah kelurahan Duri Utara;DURI UTARA;Perbaikan dan Pembangunan Kantor Sekretariat RW di Wilayah RW 02 Duri Utara;Usulan Kegiatan;Divalidasi
6747;9;KP. Krendang Pulo IINO. 20;DURI UTARA;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6748;9;KP. Krendang Pulo IINO. 20;DURI UTARA;Sound System Untuk Wilayah;Usulan Kegiatan;Divalidasi
6749;9;KP. Krendang Pulo IINO. 20;DURI UTARA;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6750;9;KP. Krendang Pulo IINO. 20;DURI UTARA;Pengerukan Lumpur dan Perbaikan Saluran Air Yang dangkal;Usulan Kegiatan;Divalidasi
6751;9;KP. Krendang Pulo IINO. 20;DURI UTARA;Perbaikan dan Pembangunan Kantor Sekretariat RW di Wilayah RW 01 Duri Utara;Saran;Divalidasi
6752;9;KP. Krendang Pulo IINO. 20;DURI UTARA;Perbaikan Saluran Air Dengan U-Ditch;Usulan Kegiatan;Divalidasi
6753;9;Jl. TSS GG Trikora NO. 48-o;DURI UTARA;Perbaikan dan Pembangunan Kantor Sekretariat RW di Wilayah RW 05 Duri Utara;Usulan Kegiatan;Divalidasi
6754;9;Jl. TSS GG Trikora NO. 48-o;DURI UTARA;Sound System Untuk Wilayah;Usulan Kegiatan;Divalidasi
6755;9;Jl. TSS GG Trikora NO. 48-o;DURI UTARA;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6756;9;Jl. TSS GG Trikora NO. 48-o;DURI UTARA;Operasional Dasawisma/PKK agar ditingkatkan;Saran;Divalidasi
6757;9;Jl. TSS GG Trikora NO. 48-o;DURI UTARA;Operasional RT RW Mohon ditingkatkan;Usulan Kegiatan;Divalidasi
6758;9;Jl. TSS GG Trikora NO. 48-o;DURI UTARA;Perbaikan Saluran Air Dengan U-Ditch;Usulan Kegiatan;Divalidasi
6759;9;Taman Semanan Indah Blok G.3/49;SEMANAN;Perbaikan Kantor RW di Wilayah RW 12 Semanan;Usulan Kegiatan;Divalidasi
6760;9;Taman Semanan Indah Blok G.3/49;SEMANAN;Perbaikan Sumur Resapan Air di Wilayah RW 12 Semanan;Usulan Kegiatan;Divalidasi
6761;9;Taman Semanan Indah Blok G.3/49;SEMANAN;Perbaikan saluran air di Wilayah RW 12 Semanan;Usulan Kegiatan;Divalidasi
6762;9;Taman Semanan Indah Blok G.3/49;SEMANAN;Pengaspalan Jalan di Wilayah RW 12 Semanan;Usulan Kegiatan;Divalidasi
6763;9;GG. Samarasa Ic;ANGKE;Perbaikan dan Pembangunan Kantor RW di Wilayah;Usulan Kegiatan;Divalidasi
6764;9;GG. Samarasa Ic;ANGKE;Sound System untuk Wilayah RW 05 Angke;Usulan Kegiatan;Divalidasi
6765;9;GG. Samarasa Ic;ANGKE;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6766;9;GG. Samarasa Ic;ANGKE;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6767;9;GG. Samarasa Ic;ANGKE;Pengerukan lumpur saluran air seluruh Wilayah RW 05 Angke;Usulan Kegiatan;Divalidasi
6768;9;GG. Samarasa Ic;ANGKE;Perbaikan Gorong gorong saluran air Di Wilayah RW 05 Angke;Usulan Kegiatan;Divalidasi
6769;9;Jl. Bojong Raya;RAWA BUAYA;Pengadaan Lapangan Sepakbola di Wilayah RW 04 Rawa Buaya;Usulan Kegiatan;Divalidasi
6770;9;Jl. Bojong Raya;RAWA BUAYA;Perbaikan Kantor RW di Wilayah;Usulan Kegiatan;Divalidasi
6771;9;Jl. Bojong Raya;RAWA BUAYA;Perbaikan Saluran Air Di Wilayah;Usulan Kegiatan;Divalidasi
6772;9;Jl. Bojong Raya;RAWA BUAYA;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6773;9;Jl. Bojong Raya;RAWA BUAYA;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6774;9;Jl. Bojong Raya;RAWA BUAYA;Alat Sound System Di Wilayah;Usulan Kegiatan;Divalidasi
6775;9;Taman Palem Lestari;CENGKARENG BARAT;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6776;9;Taman Palem Lestari;CENGKARENG BARAT;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6777;9;Taman Palem Lestari;CENGKARENG BARAT;Operasional Dasawisma/PKK agar ditingkatkan;Usulan Kegiatan;Divalidasi
6778;9;Taman Palem Lestari;CENGKARENG BARAT;Operasional RT RW Mohon ditingkatkan;Usulan Kegiatan;Divalidasi
6779;9;JL. Pulo Indah;CENGKARENG BARAT;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6780;9;JL. Pulo Indah;CENGKARENG BARAT;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6781;9;JL. Pulo Indah;CENGKARENG BARAT;Perbaikan dan Pembangunan Kantor Sekretariat RW di Wilayah RW 010 Cengkareng Barat;Usulan Kegiatan;Divalidasi
6782;9;JL. Pulo Indah;CENGKARENG BARAT;Warga yang sudah Lanjut Usia Agar Difasilitasi untuk mendapatkan Kartu Lansia;Usulan Kegiatan;Divalidasi
6783;9;JL. Pulo Indah;CENGKARENG BARAT;Saluran Air Di Pemukiman RW 010 Cengkareng Barat Agar dibuatkan U-Ditch;Usulan Kegiatan;Divalidasi
6784;9;JL. Pulo Indah;CENGKARENG BARAT;Pengaspalan Jalan di wilayah RW 010 Cengkareng Barat;Usulan Kegiatan;Divalidasi
6785;9;Kapuk;KAPUK;Penurapan atau Pengadaan Batas kali di Wilayah RW 07 Kapuk;Usulan Kegiatan;Divalidasi
6786;9;Kapuk;KAPUK;Pengadaan Sound System;Usulan Kegiatan;Divalidasi
6787;9;Kapuk;KAPUK;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6788;9;Kapuk;KAPUK;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6789;9;Kapuk;KAPUK;Operasional Dasawisma/PKK agar ditingkatkan;Saran;Divalidasi
6790;9;Kapuk;KAPUK;Perbaikan Pos RW di Wilayah;Usulan Kegiatan;Divalidasi
6791;9;Kapuk;KAPUK;Perbaikan Saluran Air Dengan U-Ditch di RW 07 Kapuk;Usulan Kegiatan;Divalidasi
6792;9;Jl. Krendang Utara;KRENDANG;Perbaikan Pos RW di Wilayah;Usulan Kegiatan;Divalidasi
6793;9;Jl. Krendang Utara;KRENDANG;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6794;9;Jl. Krendang Utara;KRENDANG;Operasional Kader Dasawisma Mohon Ditingkatkan;Saran;Divalidasi
6795;9;Jl. Krendang Utara;KRENDANG;Perbaikan Data Untuk PKH sebagai Penerima Bantuan Sosial Yang tidak pernah bergantian;Saran;Divalidasi
6796;9;Jl. Krendang Utara;KRENDANG;Pengaspalan Jalan Disepanjang RW 03 Krendang;Usulan Kegiatan;Divalidasi
6797;9;Jl. Krendang Utara;KRENDANG;Pengadaan Alat Musik Hadroh untuk Wilayah RW 03 Krendang;Usulan Kegiatan;Divalidasi
6798;9;Jl. Tambora Raya NO. 42;TAMBORA;Perbaikan Sarana Dan Prasarana Pos RW di Wilayah;Usulan Kegiatan;Divalidasi
6799;9;Jl. Tambora Raya NO. 42;TAMBORA;Alat Musik Hadroh;Usulan Kegiatan;Divalidasi
6800;9;Jl. Tambora Raya NO. 42;TAMBORA;Alat Tenis Meja dan lainnya;Usulan Kegiatan;Divalidasi
6801;9;Jl. Tambora Raya NO. 42;TAMBORA;Alat Sound di Wilayah;Usulan Kegiatan;Divalidasi
6802;9;Jl. Tambora Raya NO. 42;TAMBORA;Perbaikan Jalan Di wilayah RW 04;Usulan Kegiatan;Divalidasi
6803;9;Jl. Tambora Raya NO. 42;TAMBORA;Perbaikan Saluran Air Dengan U-Ditch di Wilayah RW 04 Tambora;Usulan Kegiatan;Divalidasi
6804;9;Cengkareng Timur;CENGKARENG TIMUR;Dana Hibah masjid yang sampai sekarang belum keluar;Tanggapan;Divalidasi
6805;9;Cengkareng Timur;CENGKARENG TIMUR;Saluran Got mampet.;Tanggapan;Divalidasi
6806;9;Pedongkelan;CENGKARENG TIMUR;Air PAM tidak menyala dengan baik.;Tanggapan;Divalidasi
6807;9;Pedongkelan;CENGKARENG TIMUR;KTP blum jadi-jadi karna blanco kosong.;Tanggapan;Divalidasi
6808;9;Pedongkelan;CENGKARENG TIMUR;Air PAM disekitar jarang menyala hanya di pukul 3 saja;Tanggapan;Divalidasi
6809;9;Pedongkelan;CENGKARENG TIMUR;KJP sudah dua bulan tidak keluar.;Tanggapan;Divalidasi
6810;9;Bojong Pulo;RAWA BUAYA;Sampai sekarang belum punya kartu Lansia.;Tanggapan;Divalidasi
6811;9;Bojong Pulo;RAWA BUAYA;Permohonan untuk pembuatan got;Usulan Kegiatan;Divalidasi
6812;9;Bojong Pulo;RAWA BUAYA;Punya anak disbilitas dan sama sekali belum pernah dapat bantuan dari pemerintah.;Tanggapan;Divalidasi
6813;9;Bojong Pulo;RAWA BUAYA;Kurangnya bantuan untuk para penyandang disabilitas.;Saran;Divalidasi
6814;9;Bojong Pulo;RAWA BUAYA;Rt009 rawan banjir,mohon untuk dibantu penanggulangannya;Usulan Kegiatan;Divalidasi
6815;9;Bojong Pulo;RAWA BUAYA;Pembuatan KTP sejak Februari belum keluar-keluar,alasan blanconya kosong;Tanggapan;Divalidasi
6816;9;Jl.H.Alimin;RAWA BUAYA;Di rw011 air PAMnya jarang menyala,mohon untuk PAM agar bisa menyala dengan normal.;Usulan Kegiatan;Divalidasi
6817;9;Jl.H.Alimin;RAWA BUAYA;Data KJP cucunya hilang terus padahal sudah isi form;Tanggapan;Divalidasi
6818;9;Jl.H.Alimin;RAWA BUAYA;Permohonan bantuan untuk anak disabilitas yang kekurangan pampers;Usulan Kegiatan;Divalidasi
6819;9;Jl.H.Alimin;RAWA BUAYA;Permohonan program perbaikan rumah yang sudah tidak layak huni.;Usulan Kegiatan;Divalidasi
6820;9;Jl.H.Alimin;RAWA BUAYA;Permohonan dibuatkan ruang terbuka hijau di jalan.H.alimin sebab belum ada satupun ruang terbuka hijau.;Usulan Kegiatan;Divalidasi
6821;9;Tanah Sereal;TANAH SEREAL;Mohon untuk bantu pengadaan ambulance untuk di Rw 14;Usulan Kegiatan;Divalidasi
6822;9;Kayu Besar;TEGAL ALUR;Biaya buku sekolah Swasta mahal dan tidak ada bantuan.;Tanggapan;Divalidasi
6823;9;Kamal Raya Jaya3;KAMAL;CCTV diarea Rw.14 kurang lebih 10 unit,karena rawan kemalingan;Usulan Kegiatan;Divalidasi
6824;9;Kamal Raya Jaya3;KAMAL;Yudit saluran got harus diganti,sebab sudah tidak layak.;Saran;Divalidasi
6825;9;Tanah Sereal;TANAH SEREAL;Sembako sekarang terlalu mahal untuk masyarakat;Tanggapan;Divalidasi
6826;9;Tanah Sereal;TANAH SEREAL;Belum terselesaikan saluran got di rt006;Tanggapan;Divalidasi
6827;9;Green Court;CENGKARENG TIMUR;Dishub harus lebih tegas menertibkan pak Ogah sekitar wilayah green court;Usulan Kegiatan;Divalidasi
6828;9;Green Court;CENGKARENG TIMUR;"Banyak sampah disekitar luar wilayah green court, pinggir kali banyak bangunan liar/pengumpulan puing"" sampah";Usulan Kegiatan;Divalidasi
6829;9;Green Court;CENGKARENG TIMUR;Wilayah green court dan sekitar belum serah terima masih milik perumnas;Usulan Kegiatan;Divalidasi
6830;9;Green Court;CENGKARENG TIMUR;Jalan masuk green court depan sekolah Tzu Chi banyak driver Ojol mangkal, menghalangi warga yang ingin lewat, harus ditertibkan;Usulan Kegiatan;Divalidasi
6831;9;Carina Sayang, Rawa Buaya;RAWA BUAYA;Rawa terjadi kecelakaan akibat tikungan yang terlalu tajam dan sempit,Pemasangan Cermin Cembung;Usulan Kegiatan;Divalidasi
6832;9;Carina Sayang, Rawa Buaya;RAWA BUAYA;Dinding Saluran air banyak yang rubuh;Usulan Kegiatan;Divalidasi
